,Reward,Actor Loss,Critic Loss
0,87438.68,0.6799369752407074,0.9448183417320252
1,85045.90200000002,0.4332858085632324,0.947135841846466
2,83662.72200000001,0.0663828656077385,0.9459893584251404
3,84818.48200000002,-0.024341538920998572,0.9332613587379456
4,84933.046,0.0700020756572485,0.9312323451042175
5,85160.634,0.03593864813446999,0.936993682384491
6,84326.70199999999,0.05874236449599266,0.9368986368179322
7,86175.04800000001,0.08164632990956307,0.9269397258758545
8,84851.808,0.08945604078471661,0.9300039172172546
9,85583.84799999998,-0.006103312596678734,0.9264971733093261
10,85189.72399999999,-0.058762237429618835,0.9100475430488586
11,83349.914,0.05250565586611629,0.8878086686134339
12,85373.898,0.003866190742701292,0.8742449283599854
13,83696.986,0.16729470267891883,0.8236977577209472
14,83234.282,0.16076565328985454,0.8486111402511597
15,82775.016,0.3323397070169449,0.8339990258216858
16,85466.064,0.028587054833769797,0.8379755616188049
17,85792.65200000002,0.12528105042874813,0.8150317668914795
18,84613.672,0.024805837869644166,0.759914779663086
19,83084.70600000002,0.1353657901287079,0.7898250341415405
20,83939.97,0.11388681530952453,0.7587817311286926
21,84994.17,-0.09720227960497141,0.7229015111923218
22,82429.98599999999,-0.06493661850690842,0.8661723256111145
23,81135.592,-0.008005474507808686,0.706359612941742
24,77198.03,-0.017412735521793364,0.7179941892623901
25,73293.438,0.09422216531820596,0.8112815737724304
26,72857.82800000001,0.15859144628047944,0.777679169178009
27,73528.394,0.045163534302264455,0.7201370120048523
28,73625.55,0.08067335672676564,0.7421447515487671
29,75115.732,-0.05872416719794273,0.7019248366355896
30,74428.58000000002,-0.1483226090669632,0.7658758640289307
31,75387.396,0.21819759011268616,0.6422536134719848
32,82245.43800000001,-0.01995307594552287,0.6999862670898438
33,82179.09999999999,0.5485698878765106,0.789600384235382
34,85699.29000000002,-0.01688145436346531,0.7791466832160949
35,84104.614,0.009718771278858184,0.6513553023338318
36,82140.588,-0.09378932118415832,0.6776567459106445
37,82816.01,0.370784626621753,0.7406578898429871
38,85043.78,-0.01814787504263222,0.7078754901885986
39,83055.07400000001,0.1646382451057434,0.7746775150299072
40,82494.38799999999,0.2473909705877304,0.7429309368133545
41,82176.162,0.1263487383723259,0.7149610757827759
42,82679.032,-0.32865186780691147,0.7144261121749877
43,80879.138,-0.029517684876918793,0.6758885979652405
44,80098.34799999998,0.21714053004980088,0.728540575504303
45,82210.962,-0.09851510226726531,0.7220998048782349
46,84980.976,-0.12601177394390106,0.6149577736854553
47,76604.564,-0.002064707363024354,0.6485378265380859
48,76109.96399999999,-0.1592147447168827,0.6122424960136413
49,75969.582,0.041072791814804076,0.7109125018119812
